,text,score
694,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis,-1
695,polri tunda proses hukum ahok hingga selesai pilgub ipw marah umat islam akan puncak u panjimas,-1
696,selow mas agus ngopi dulu biar tambah kece jawab,-1
697,ingin jatuh kan karakter mas agus babak pertama masih imbang,-1
698,polri tunda proses hukum ahok hingga selesai pilgub ipw marah umat islam akan puncak,-1
699,kalo gak kuat jawab tanya mending lambai tangan ke arah kamera deh udd ude udd ude udd ude,-1
700,unggah video ahok buni yani bantah tim sukses cagub dki,-1
701,pimpin intelektual cerdas dan punya karismatik you the best sir agus,-1
702,ngopi sambil baca ini yuukk nterkait ahok tara institute nilai mui politik via,-1
703,nlansia ibu dan wanita jakarta yang layak mulia bagi si dakwa ahok cuma leluco u,-1
704,amat khawatir antasari jadi komoditas politik n,-1
705,masih tetep dukung ahok sih buat jadi gub lanjut,-1
706,lensaindonesia muhaimin iskandar minta maaf ahok sangat kita harga via lensaindonesia,-1
707,najwa shihab ini keren juga adu argumen sama ahy lihat banget agus keki jawab tanya najwa,-1
708,ahok bukan yg pertama jadi korban plintiran gt,-1
709,imo agus harimurti lebih karisma dengan seragam tni udd udea,-1
710,hax baru awal aja si agus dah pancing emosi gimana mo jadi politis bro lawan udd udeb,-1
711,gaya bicara ahok yusril bilang ilmu geografi megawati payah,-1
712,ahok mata sipit di ejek nusron mata gak sipit di ejek juga tuduh melotot susah mmg ktika dengki n bo u,-1
713,suka dengan jawabn mas najwa juga keren n,-1
714,agus yudhoyono sangat cerdas sekali tidak bisa patah dan tidak bisa pojok serta tidak bisa jatuh oleh tanya mata najwa,-1
715,ahok jelas alas puluh sekolah di dki gagal bangun tahun ini ahok jelas alas gagal ban,-1
716,video saat nusron wahid kritik mui soal ahok,-1
717,halo pak ahok google maps di ios baru widget,-1
718,ahok minta maaf tapi proses hukum hrs tetap dtegakan agar jd ajar kdepan yselamat dan tdk y sseorg gantung dr ucap y,-1
719,kasus ahok bareskrim monggo awas tangan,-1
720,najwa ken posisi agus seperti mantan gub dki yg janji tahun mimpin dki nyata malah nyapres gitu lho ngerti kan,-1
721,pak nusron tolong ini orang di hukum sudah maki bapak biar ini ank tau atur pak saya tetap pendu u,-1
722,tadi gak mau terang dukung ahok semua ubah gegara ustad haus darah n,-1
723,rsuk taman sari ini dulunya adlh pskesmas yg bangun mnjadi rsu tipe d lantai olh ahok ht u,-1
724,ahok jelas alas puluh sekolah di dki gagal bangun tahun ini ahok jelas alas gagal ban,-1
725,profesi mz agus yudhoyono belum terjun ke dunia politik,-1
726,sebenarya sedikit kaget dengan calon agus yudhoyono di pilih umum gubernur karena karier di militer lagi bagu u,-1
727,ini video saat nusron wahid kritik mui soal ahok,-1
728,mending mana ahok keras lawan korupsi ato agam mui mntkan bunuh potong tanganmenag korup anggran haji,-1
729,nyata hebat nusron wahid soal ahok di ilc tvone oktober,-1
730,wah terimakasih kasih ayo saksi mas agus di live hari ini jam,-1
731,ahok jelas alas puluh sekolah di dki gagal bangun tahun ini ahok jelas alas gagal ban,-1
732,prestasi ahok roboh karena mulut ceroboh,-1
733,menag apresiasi mui yang ajak umat islam maaf ahok,-1
734,pesan sus untuk para laku usaha di industri ikan ahok,-1
735,yukk saksi live dgn mas agus yudhoyono jam di metrotv n,-1
736,kata polda pantau dunia maya kok laku ahokers yg resah biar yg tindak cm yg anti ahok ya,-1
737,gw tadi harap lawan ahok itu risma rk kang yoto mas yoyok mas azwar anas nurdin bantaeng atau kepala daerah ber u,-1
738,udd ude gara ahok kita jadi inget al quran udd udef udc udffc,-1
739,anies baswedan blusukan di tambur,-1
740,ini mui atau isis sangat seram,-1
741,nonton mata najwa mas luar biasa mas agus situ,-1
742,apa jawab agus soal putus saksi sama ahy taruh di jakarta malam ini pkl wib u,-1
743,syafii maarif ahok itu bukan orang jahat kalo dia sudah minta maaf ya sudah sudah selesai jangan panjang u,-1
744,lensaindonesia muhaimin iskandar minta maaf ahok sangat kita harga via lensaindonesia,-1
745,vivacoid ini video saat nusron wahid kritik mui soal ahok,-1
746,polri minta maaf ahok tidak henti proses hukum,-1
747,polri minta maaf ahok tidak henti proses hukum,-1
748,agus yudhoyono nyata lebih lugas dan tegas dalam jawab banding sang bapak sby yg selalu hati dlm jawab keren n,-1
749,lama mas jomo msh jadi kusir temtu doi ga boleh sentuh lbh baik kita rapat baris thd islam yg m u,-1
750,he heee rela gadai akidah demi si ahok,-1
751,fokus penjara ahok dan yg kek akun baju kaos itu jgn dladeni,-1
752,cewek cantik partai baru psi deklarasi dukung ahok di pilkada dki via,-1
753,ahok minta dprd lanjut bahas raperda reklamasi teluk jakarta via,-1
754,djan faridz bungkam amat politik ppp dukung ahok karena tindak jalan dgn islam via,-1
755,agus yudhoyono ga emosi kok mungkin krn mantan militer jd jawab tegas gitu udd ude,-1
756,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
757,kemaren koq ngotot bilang dia bukan orang bodoh yang ga ngerti uu,-1
758,jangan motong nyata org kang masa ahok doang yg ga boleh d potong omong,-1
759, soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
760,peduli masjid ahok tawar lahan ke dmi,-1
761,mui dah gak ada wibawa lagi kait ahok tara institute nilai mui politik via,-1
762,om safe i di hari tua harus bohong ga kenal ahok,-1
763, wajar rachmawati singgung megawati bawa ahok ke makam bung karno,-1
764,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
765,kalo ada yg bom liat batik cherrybelle kurang lebih kayak gin baju dipake juga pas ketemu pak ahok,-1
766,wajar rachmawati singgung megawati bawa ahok ke makam bung karno,-1
767,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
768,najwa kenapa mau jadi gubernur jakarta nagus yudhoyono kenapa tidak juga dia ngakalin najwa,-1
769,abdee slank kan dari dulu dukung ahok,-1
770,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu jakartapenyelidik,-1
771,wajar rachmawati singgung megawati bawa ahok ke makam bung karno jakartarachmawati soekarnoputri mengu,-1
772,chirpified mengapa anies b gagal distribusi kip by,-1
773,gaduh yg cipta ahok sudah jalar ke bagai penjuru indonesia,-1
774,vivacoid ini video saat nusron wahid kritik mui soal ahok,-1
775,tuju ntokoh betawi ahok pantas rajam,-1
776,propaganda kaum kumpas syiah jil pki mulai nampak terang benderang ulama di fitnah dapat bayar lawan n n,-1
777,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
778,wajar rachmawati singgung megawati bawa ahok ke makam bung karno jakartarachmawati soekarnoputri mengu,-1
779,u mui jatim mas kanjeng dan ahok sama nista agama,-1
780,najwa ken posisi agus seperti mantan gub dki yg janji tahun mimpin dki nyata malah nyapres gitu lho nge u,-1
781, mui jatim mas kanjeng dan ahok sama nista agama,-1
782,tim ahokdjarot reaktif lihat hasil survey tim aniesuno guntur romli sakit gigi,-1
783,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
784,wajar rachmawati singgung megawati bawa ahok ke makam bung karno,-1
785,ini buat para haters ahok baca dan cam baik udd udcd,-1
786,mui jatim mas kanjeng dan ahok sama nista agama konfrontasiketua mui jawa timur kh abdusshomad,-1
787,klo polri uda takut usut ahok n nyerah ga brkutik usut ahok mungkin mujahid ni baca brita kmrn polri lepas tgn ksus ahok,-1
788,wajar rachmawati singgung megawati bawa ahok ke makam bung karno,-1
789,luar duga agus ini luwes juga ngomongnya dan cukup tajam merespon tanya debat cagub bakal tarik nih nanti,-1
790,mui jatim mas kanjeng dan ahok sama nista agama,-1
791,wajar rachmawati singgung megawati bawa ahok ke makam bung karno,-1
792,ketika mui nyata ahok nista islam para ahokers sewot tuding mui bayar utk salah ahok hadeh dewasa u,-1
793,ahok jelas alas puluh sekolah di dki gagal bangun tahun ini ahok jelas alas gagal ban,-1
794,mui jatim mas kanjeng dan ahok sama nista agama,-1
795,wajar rachmawati singgung megawati bawa ahok ke makam bung karno,-1
796,mas ganteng agus awas lho kembung,-1
797,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
798,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
799,ketua mui minta ahok jelas minta maaf ketua umum majelis ulama indonesia mui pusat maruf amin,-1
800,wajar rachmawati singgung megawati bawa ahok ke makam bung karno,-1
801,cegah konflik indonesia police watch ipw desak polri segera periksa ahok,-1
802,ahok jelas alas puluh sekolah di dki gagal bangun tahun ini ahok jelas alas gagal ban,-1
803,wajar rachmawati singgung megawati bawa ahok ke makam bung karno,-1
804,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
805,wajar rachmawati singgung megawati bawa ahok ke makam bung karno,-1
806,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
807,pdip pasang badan atas proses hukum sara ahok,-1
808,mui jatim mas kanjeng dan ahok sama nista agama,-1
809,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
810,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
811,wajar rachmawati singgung megawati bawa ahok ke makam bung karno,-1
812,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
813,mui jatim mas kanjeng dan ahok sama nista agama,-1
814,mui jatim mas kanjeng dan ahok sama nista agama,-1
815,wajar rachmawati singgung megawati bawa ahok ke makam bung karno,-1
816,ini video saat nusron wahid kritik mui soal ahok,-1
817,mui jatim mas kanjeng dan ahok sama nista agama,-1
818,,-1
819,kasus ahok bareskrim monggo awas tangan,-1
820,mata najwa hebat agus ne nah,-1
821,klo ikut kata hati saya ingin tetap di militer mbak itu jawab mas agus jd hati dia sbnrnya blm di politik,-1
822,lumayan lho ngelesnya si agus yudhoyono ini udd ude udd ude udd ude,-1
823,wajar rachmawati singgung megawati bawa ahok ke makam bung karno,-1
824,maaf mau nanya dari segimanakah hebat,-1
825,umat islam itu maaf ahok sdh maaf tapi proses hukum tidak ada hubung dgn umat islam ini semata krn negara ini n u,-1
826,banding cara ahok anies agus selesai banjir jakarta hanya ahok yang program jelas lain abstrak,-1
827,agus yudhoyono tegas dan lugas jawab tanya yg nanya aja kyak wanita gx didik,-1
828,loh kalau tiap saya kata benar anggap ahokers arti ahok benar dong u,-1
829,smg kang sahal allah satu sama ahok d hari akhir nanti,-1
830,agus orngnya nyata emosional ga bisa dikte huff,-1
831,agus yudhoyono udah di skakmat x di segmen hacep lah mata najwa udd udcd udd ude udd ude udd ude,-1
832,selamat jalan tugas mba bagai juru bicara ahok djarot n n,-1
833,soal quran polisi harus cari saksi yang dengar langsung nyata ahok di pulau ribu,-1
834,tafsir oceh nusron dll tu ga lagi lihat dar debat pilkada tapi lebar ke benturpolitik tulis huntington,-1
835,mas agus anggap media adalah sahabat ahy,-1
836,rasulullah saw tdk pernah ajar umat laku buat keji ada apa dg ketua mui ini olah sdg menjal u,-1
837,perlu karakter mirip ahok untuk bkasi lbh baikrt ini beneran gak ya saya di cont,-1
838,polri tunda proses hukum ahok hingga selesai pilgub ipw marah umat islam akan puncak,-1
839,rachmawati singgung megawati ajak ahok ke makam bung karno tribunpekanbaru,-1
840,alas anies sering turun ke masyarakat meski belum masa kampanye,-1
841,jk ahok minta maaf brarti ahok sdh mrs brsalah dg ucpanya ngmn dg yg bela n mebenarkn ucap ahok mrs brslh jg u,-1
842,thn lalu saya aktif di gera sdh ktm jenis orang ada tarung amp,-1
843,tegak hukum dan adil hadap ahok bagai laku hina alqur uan dan ulama,-1
844,ketua mui minta ahok jelas minta maaf,-1
845,betul sayang opini yg bentuk d sosmed akan umat muslim haus balas dendam citra islam jd rusak akibat giri u,-1
846,nyetel eh ada agus yudhoyono lagi di mata najwa nhmm nonton ahhhh kek seru nih,-1
847,wajar rachmawati singgung megawati bawa ahok ke makam bung karno,-1
848,alas anies sering turun ke masyarakat meski belum masa kampanye,-1
849,sby masa depan mudah ltar blkang tni mmbuat pak agus jauh lbih bsa mrubah jakarta bila trpilih,-1
850,alas anies sering turun ke masyarakat meski belum masa kampanye,-1
851,rachmawati singgung megawati ajak ahok ke makam bung karno,-1
852,kait ahok tara institute nilai mui politik lewat,-1
853,telinga mui saliwangayo hok minta maapnye kenceng dikit,-1
854,rachmawati singgung megawati ajak ahok ke makam bung karno,-1
855,rachmawati singgung megawati ajak ahok ke makam bung karno,-1
856,rachmawati singgung megawati ajak ahok ke makam bung karno,-1
857,tum pkb jangan buat resah ya saya kira semua pihak agar untuk tahan u,-1
858,video mahasiswa lhokseumawe demo ahok,-1
859,fyi ya mz agus yudhoyono ini anak sulung nkalo doi anak akhir dan lagi sibuk karya gin mah nanti taglinenya karya anak bungsu,-1
860,rachmawati singgung megawati ajak ahok ke makam bung karno,-1
861,alas anies sering turun ke masyarakat meski belum masa kampanye,-1
862,video mahasiswa lhokseumawe demo ahok,-1
863,alas anies sering turun ke masyarakat meski belum masa kampanye,-1
864,alas anies sering turun ke masyarakat meski belum masa kampanye,-1
865,utk yg ribut prestasi ini itu pny foke tlg tanyain dong ke partai demokrat kok mrk ogah calonin foke lagi kok malah ajuin u,-1
866,anies di sarang fpi minta restu warga tambur,-1
867,tribunpekanbaru alas anies sering turun ke masyarakat meski belum masa kampanye,-1
868,alas anies sering turun ke masyarakat meski belum masa kampanye via tribunpku,-1
869,tribunpekanbaru rachmawati singgung megawati ajak ahok ke makam bung karno,-1
870,laknat biar modyaaarrr ini video saat nusron wahid kritik mui soal ahok,-1
871,alas anies sering turun ke masyarakat meski belum masa kampanye anies jelas diri rasa perlu un,-1
872,anies jelas diri rasa perlu untuk terjun langsung di tengah masyarakat agar tahu bagaimana,-1
873,rame ini kawan sudah ribut ttg ahok biar dia kerjakerja bangun dki,-1
874,gila juga ni agus suruh maju jadi dki cuma d tlp bokapnya masuk partai g pake fit amp,-1
875,alas anies sering turun ke masyarakat meski belum masa kampanye anies jelas diri rasa perlu un,-1
876,rachmawati singgung megawati ajak ahok ke makam bung karno rachmawati tertawa ketika tanya apakah dia j,-1
877,alas anies sering turun ke masyarakat meski belum masa kampanye anies jelas diri rasa perlu un,-1
878,rachmawati singgung megawati ajak ahok ke makam bung karno via tribun,-1
879,klo hujat spt ahok pasti diare,-1
880,byk apa gus gak jelas pun prestasi si agus ini galk ada yg bisa jual,-1
881,video mahasiswa lhokseumawe demo ahok,-1
882,ini hasil latih mas ganteng agus lama ini nlari dari tanya n nbuahahahahahakkkk,-1
883,ini video saat nusron wahid kritik mui soal ahok,-1
884,alas anies sering turun ke masyarakat meski belum masa kampanye,-1
885,rachmawati singgung megawati ajak ahok ke makam bung karno rachmawati tertawa ketik,-1
886,mang cek tito yg mlintir itu la yg bikin kerok nyari balak nian lanjak ke la mang,-1
887,mas agus blm siap sori mentah bgt,-1
888,baik beri stel seragam bagi tiap anggota nrasa hormat kepada n ncc gu u,-1
889,detikcom ahok agus dan anies adu program tata ruang dki ini banding,-1
890,taruh djakarta brsama agus hy najwa live y,-1
891,sekarang serap anggar rendah tapi yg hasil ahok nyata top udd udcd udd udcd udd udce,-1
892,ahok agus dan anies adu program tata ruang dki ini banding,-1
893,bisa jadi yg tangkap lewat ott bb nya cma receh kelas tri,-1
894,muncul dajal baru telah ahok nusron w,-1
895,semua kalau jadi pimpin harus ada rekam jejak bidang nya pak agus belum punya rekam jejak sedikit,-1
896,lupa politisasi agama yg tak produktif mari simak capai yang sudah laku ahokdjarot,-1
897,ahok bicara blakblakan putar kasus amp,-1
898,ahok balik ke balai cipinang n n plt soni ada mungkin ahok tak balik lagi ke balaikota,-1
899,kh junaedi albaghdi tipu panitia dzikir akbar dari dukung uaahokdjarot,-1
900,bobrok nian ahok djarot ini ada dzikir dgn cara bohong abah kh junaedi al bagdadi bagaimana ini jeng u,-1
901,pospera siap menang pasang ahokdjarot,-1
902,retweeted salam uc udc udffb ufef siap menang pasang ahokdjarot,-1
903,plt gubernur minta ahok jelas beri bonus atlet dki,-1
904,akrobat cebong mah udh hapal ya tp yg aneh media spt luput sm yg begini cb j u,-1
905,gooood n n tau n ngara pro ahok warga dompuntb tolak anton medan isi acara ucdompu aji ud n n,-1
906,kalau ahok vonis salah djarot belum tentu naik tahta,-1
907,loh survei baru spin ahokdjarot masih jaya href rel nofollow uedlvr it uc a ue truncated false in reply to status id null in reply to status id str null in reply to user id null in reply to user id str null in reply to screen name null user id id str name warta udc udfpolitik u screen name wartapolitik location indonesia url null description rangkum berita komentar analisa politik lndonesia u endorsement no dm saran masuk sampai ke wartapolitik aug utc offset time zone jakarta geo enabled false lang en contributors enabled false is translator false profile background color cdeed profile background image url http abs twimg com images themes theme bg png profile background image url,-1
908,tenang aja ahok kan dukung cukong dan taipan,-1
909,udd udef udd udcf ulama yg bela ahok adalah ulama ah betapa islami organisasi ini jatiwaringin raya,-1
910,apa kabar jeng ayo dikomen preeet href http twitter com download android rel nofollow uetwitter for android uc a ue truncated false in reply to status id null in reply to status id str null in reply to user id null in reply to user id str null in reply to screen name null user id id str name umi kalsum screen name iswarimukhtar location jakarta selatan dki jakarta url null description jakmania  madridista indonesia prorakyat anti gusur protected false verified false followers count friends count listed count favourites count statuses count created at wed sep utc offset null time zone null geo enabled true lang id contributors enabled false is translator false profile background color cdeed profile background image url http abs twimg com images themes theme bg png profile background image url dec id id str,-1
911,ahok puas dengan bangun rptra di kalijodo lewat,-1
912,december at pm,-1
913,ahok will be suspended temporarily when his leave ends mister,-1
914,indonesia blasphemy case emotional scenes as ahok trial begins,-1
915,jakarta governor ahok stands trial for blasphemy,-1
916,anjrot bohong lagi ngakunya ahok yg ga bs hadir padahal abah al baghdadi tolak jika ahok hadir ud udc udffc ufefini klatifikasi u,-1
917,udd ude udd ude udd ude udd ude udd ude udd ude udd ude nsemakin hari makin tau kalo ahokers amp,-1
918,jakarta governor ahok cries on first day of landmark blasphemy trial,-1
919,ahok the most searched person on google in,-1
920,warga dan kota jakarta lantar karena anies hanya akan sibuk dg pencapresan prabowo,-1
921,si babihox sukses kotak pndukung ahyanies kduanya lupa dia prnah nista kitab suci mrka jelas babihokers anti kbhineka u,-1
922,dulu sy pro anies muda pinter pancasilais tapi ga lagi stl ia gagal balon capres pd loncat jadi timses jokowi pdip kini cagu u,-1
923,aniessandi jadi soal uji un di magelang guru ancam kena sanksi,-1
924,pilih pilkada putar dua nsaya dukung ahok nbukan anies,-1
925,aku orang ibu jual pecel lele yg nggak boleh naroh gerobak kalo nggak coblos anies madness jadi mak u,-1
926,ahok di sosmed jg di bully habis tp ahok gak mau main blokir kalo anies di sindir dikit aja sdh main blokir dasar mimpi u,-1
927,finish aniessandi kalah ahokdjarot dalam polling yang buat oleh iwan fals,-1
928,kubu anies klaim demokrat dki sepakat deklarasi dukung waktu dekat,-1
929,safari haji lulung sama umat menang anies  sandi di kampung tegal alur kalideres jakarta barat,-1
930,kubu anies klaim demokrat dki sepakat deklarasi dukung waktu dekat,-1
931,tak hanya terus kjp anies bakal tingkat mutu didik,-1
932,lurus probosutedjo tidak dukung ahok keluarga besar cendana selalu sehat dukung aniessandi u,-1
933,dialog dan konsolidasi rawan hijau hitam jaya untuk menang aniessandi,-1
934,lengkap kemunkaran kelompok anies tunjuk yang kurang jelas apa yg engkau dusta,-1
935,finish aniessandi kalah ahokdjarot dalam polling yang buat oleh iwan fals,-1
936,tolak radikal ntolak neo orbaist ntolak anies sandi,-1
937,perindo pilih aniessandi karena alas ini l tum partai perindo bpk,-1
938,gaya emak kalah debat hahaha,-1
939,kata ahok rakyat itu atas bos tapi kenapa bawah maki atas bos bukankah itu kurang ajar,-1
940,serasiii,-1
941,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis,-1
942,ahok sunguh bual sejati ndidebat semua data yg sebut palsu nhanya opini media njangan sampai tipu si jamban,-1
943,bohong bohong terus org pakai opini kerja baik pdhl kerja absolutely buruk,-1
944,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis,-1
945,vote untuk debat akhir,-1
946,efek dari adalah lihat kapasitas pikir orang apakah dy cukup punya otak atau tidak saat nilai waras,-1
947,mau ngasih tanya tapi waktu habis n,-1
948,bom banyak robot twitter yang berkatifitas jelek pasang lain ga bs yaa saling angkat nilai positif aja,-1
949,ya sudahlaahhh mari kita liat sebenernya mau jakarta yg seperti apa udah bs liat dong ya mana psangan yg cocok hati,-1
950,ketidakberhasilan anies baswedan dalam pimpin menteri banyak masalah dan belum lagi soal salah hitung anggara u,-1
951,agus tidak jelas mampu hanya poles anak dan gaya pepo,-1
952,ahok the best bingung sy dengar jawab paslon amp,-1
953,ahli psikologi ahli komunikasi ahli politik ahli survey dan ahli komen bisa guyub kerja kelompok bareng,-1
954,makanya sebut pesta demokrasi ramai dan riah,-1
955,rugi kita lek kalau ndak bisa ikut hingar bingar pesta,-1
956,yg denger bikin imajinasi sasar paling kalang sdm rendah jargon aja aneh bangun tanpa menggusu u,-1
957,ngenest tionghoa paslon n,-1
958,anies di bibir putar kata walau kau tuduh ahoklah segala sebab,-1
959,ada manis gula kau timpa dengan asam nya cuka,-1
960,yaaa mgkn emang krg kali didik sehingga sampai info yg ada jadi tengah atau tidak dasar,-1
961,yg bikin hesteg psti orgny bebeb reseq,-1
962,dukung debat live di tv krn sbg istri cagub hrs punya program daya thp wanita dll apakah tuju,-1
963,respon netizen di segmen hadap pasang dan,-1
964,mpok sylvi sangat buruk npak ahok ngasih jawab kok nmalah buat gestur jempol bawah nmungkin d u,-1
965,pdip sengaja becah belah rakyat warga dki tidak pilih ahok solusi cagub atas masalah macet,-1
966,kirim dari mas marco kusumawijaya idk ap ini valid atau tidak tapi tarik,-1
967,kirim dari mas marco kusumawijaya idk ap ini valid atau tidak tapi tarik,-1
968,apa yang mungkin jadi di debat pilkada,-1
969,ini pas banget ya tuhan,-1
970,smoga yg baik utk indonesia maju,-1
971,dlm jawab pak ahok langsung ke soal real di dki bukan teori bantaran sungai mmg harus kosong,-1
972,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis,-1
973,penuh retorikapesannya halus tapi cuci otak agar org kesima padahal gak ada solusi lbh real yg tawar n,-1
974,luar biasa nng nyangka punya niat spt ini n udd ude udd ude udd ude n,-1
975,waduh malem siapa yg salah ni,-1
976,paslon lain harap tanya ke paslon utama bu silvi apakah beliau pernah nyerobot antri makan pas kawin n n,-1
977,gak ada tipi gak bisa nonton kuota limit jadi ya gitu gak bisa streaming sama liat yutup,-1
978,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis,-1
979,kang jika pimpin hanya bangun apa beda dengan fir aun,-1
980,di ini pak anies bohong dan tidak pakai data jangan pilih calon yang tidak pa u,-1
981,pilkada dki jangan pilih pki bahaya pilih atau saja sebut ada tanda curang,-1
982,dulu idola anies skrg jujur knapa anies jd karakter jahat ada yg ngerasa sama apa cmn gw,-1
983,ikut polling ah nsetelah debat dua siapa pilih kamu hayo,-1
984,,-1
985,ups udh habis bu waktu tanya apa hmm debat aja gk disiplin waktu gmn kalo mimpin jakarta,-1
986,sya sudah kata data tanpa fakta pasti ujung jd bumerang dik,-1
987,pada akhir jg program khianat rakyat ibu sama bapak sehat kan,-1
988,fakta ubah n immature n calm and smile n emotional n nsantun belongs to paslon n,-1
989,gaya uda kek dosen tapi data nya abal nmeeeehhhh udd ude udd ude,-1
990,pilkada dki jangan pilih pki bahaya pilih atau saja rano karno buka d,-1
991,dari awal debat uda liat kok mau nyerang paslon eh cari backup ya kasi tanya spy paslon ikut nyerang,-1
992,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis,-1
993,paslon n,-1
994,ini yg gue bilang yg hebat di tim itu cuma tukang foto coba zoom orang dikit kebyakan bers u,-1
995,kocak nih kompilasi,-1
996,pilkada dki jangan pilih pki bahaya pilih atau saja polisi libat buru,-1
997,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis,-1
998,iki lucu tenan,-1
999,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis,-1
1000,smoga yg baik utk indonesia baik,-1
1001,sibeye moga di tahun ayam rooster ini pasang nomer menang pilkada hore,-1
1002,pilkada dki jangan pilih pki bahaya pilih atau saja lari saat tangkap t,-1
1003,pilkada dki jangan pilih pki bahaya pilih atau saja menaker telah sotk ad,-1
1004,paslon gak ngerti brarti nyerang npaslon yg penting jakarta maju npaslon yg penting banyak kata mutiara u,-1
1005,pilkada dki jangan pilih pki bahaya pilih atau saja hujan dan pasang laut di,-1
1006,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis,-1
1007,pak anis ini mungkin kalau nongkrong suka ngeledek tapi pas ledek balik ambil hati n n,-1
1008,pikir saya hanya no yg lindung rakyat sdgkan no amp,-1
1009,ikhtisar n n lu diam gue kasih duit n lu nikmat gue yang layanin n lu kerja gue yang mimpin,-1
1010,muter muter n to the point n sajak abab nmonggo pilih n,-1
1011,hanya ahok djarot pantas pimpin jakarta lewat,-1
1012,anies di bibir putar kata walau kau tuduh ahoklah segala sebab udd ude udd ude udd ude udd ude,-1
1013,anies kalo jalan itu badan transportasi adalah buluh darah n ntapi tetep kopaja ngetem jd kolesterol n n,-1
1014,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis,-1
1015,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis,-1
1016,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis,-1
1017,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis,-1
1018,pdip sengaja becah belah rakyat warga dki tidak pilih ahok jejak t,-1
1019,pilkada dki jangan pilih pki bahaya pilih atau saja nu dukung polda bal usu,-1
1020,smoga yg baik utk indonesia best,-1
1021,sby dengan gusdur nsby dengan megawati nsby dengan jusuf kalla npolitik mana yg di guna sby n,-1
1022,ini harga perberita wartawan yang pelihara oleh pdip,-1
1023,di tinggal ahok cuti jakarta makin kacauuuuparahhhh,-1
1024,pilkada dki jangan pilih pki bahaya pilih atau saja pdip usai nonton debat,-1
1025,bohong telah di tebar segala cara laku dulu orang ini aku kagum nyata u,-1
1026,haha trus kreatif bgmn yg anda mksd gus geser dikit,-1
1027,yg paling butuh jakarta saat ini adalah versi on the si mpok n,-1
1028,jempol kbawah dpermasalahkan bad attitude kata lalu ngomong taik good attitude lisan buruk bukti hati jg buruk,-1
1029,orang baik itu lihat dari buat dan lisan yg baik bukan dari mulut kotor apalagi nista,-1
1030,mohon sabar ini uji,-1
1031,pilkada dki jakarta harap tidak pilih nomor bahaya laten komunis,-1
1032,yah nama jh odong si,-1
1033,nu garda depan perang ideologi lawan ancam ajar wahabikhilafah fpihti,-1
1034,dan baik paham dulu undang dan hukum perintah daerah telah itu ajar data statistik,-1
1035,nno paslon magang bawa text nn paslon profesional bawa prestasi nno paslon ajar b u,-1
1036,apik kabeh yo seng adil mending ngko pas pilih di coblos kabeh ben ora ono irenirenan ojo lali yo di coblos kabeh,-1
1037,rakyat adalah bos kami kami adalah layan rakyat ud uahok n nrt rame rame,-1
1038,ahok u djarot waspada politik uang dalam pilkada,-1
1039,harus sdh tahu dari awal ini makin masif hidup uu surversib pak presiden href http twitter com download android rel nofollow uetwitter for android uc a ue truncated false in reply to status id null in reply to status id str null in reply to user id in reply to user id str in reply to screen name jokowi user id id str name chandra kirana screen name kirana location pancoran jakarta selatan url null description anti sara cinta pluralisme karena sama itu adlh indah dr beda yg tdk hrs beda sbb dr beda kt hrs jdkan rekat satu protected false verified false followers count friends count listed count favourites count statuses count created at tue dec utc offset null time zone null geo enabled true lang id contributors enabled false is translator false profile background color acded profile background image url http abs twimg com images themes theme bg gif profile background image url dec id id str,-1
1040,soal transportasi ahok sebut anies tak baca uu besok baca dulu ya pak n,-1
